meanA,sdA,Time,Method,Database,Sujet_Session_Run
0.48636363636363633,0.03067947989593422,0000-12-31T00:03:25.604,nrTME,EPFLP300,"sj: 1, ss: 1, run 1:      "
0.5681818181818181,0.138452021837099,0000-12-31T00:03:20.101,nrTME,EPFLP300,"sj: 1, ss: 1, run 2:      "
0.5363636363636364,0.10508206596605882,0000-12-31T00:03:25.882,nrTME,EPFLP300,"sj: 1, ss: 1, run 3:      "
0.6279761904761905,0.18087687264740332,0000-12-31T00:03:43.543,nrTME,EPFLP300,"sj: 1, ss: 1, run 4:      "
0.4958333333333334,0.09511607593479962,0000-12-31T00:03:43.87,nrTME,EPFLP300,"sj: 1, ss: 1, run 5:      "
0.5583333333333333,0.12909944487358055,0000-12-31T00:03:44.418,nrTME,EPFLP300,"sj: 1, ss: 1, run 6:      "
0.6566666666666667,0.1877744904380232,0000-12-31T00:03:07.866,nrTME,EPFLP300,"sj: 1, ss: 2, run 1:      "
0.5666666666666665,0.12297746456210364,0000-12-31T00:03:33.599,nrTME,EPFLP300,"sj: 1, ss: 2, run 2:      "
0.6477272727272727,0.22222939611928225,0000-12-31T00:03:22.089,nrTME,EPFLP300,"sj: 1, ss: 2, run 3:      "
